id,beginn,lon,lat,dauer_h,sri_max
T5_Eta_019934,2014-07-29T11:50:00,13.6544,51.9779,1,4
T5_Eta_019935,2014-07-29T11:50:00,13.5911,53.0110,1,5
T5_Eta_019936,2014-07-29T11:50:00,13.9163,53.0764,1,4
T5_Eta_019937,2014-07-29T10:50:00,12.0975,50.0711,2,9
T5_Eta_019938,2014-07-29T10:50:00,12.4199,50.5324,2,7
T5_Eta_019939,2014-07-29T09:50:00,9.1385,50.0490,3,8
T5_Eta_019940,2014-07-29T12:50:00,10.1704,49.5089,1,7
T5_Eta_019941,2014-07-29T12:50:00,6.9260,49.5320,1,7
T5_Eta_019942,2014-07-29T12:50:00,8.2513,49.7382,1,7
T5_Eta_019943,2014-07-29T12:50:00,8.3809,49.7831,1,4
T5_Eta_019944,2014-07-29T12:50:00,8.1317,49.7612,1,9
T5_Eta_019945,2014-07-29T12:50:00,9.6813,50.1548,1,7
T5_Eta_019946,2014-07-29T12:50:00,12.2775,50.8356,1,7
T5_Eta_019947,2014-07-29T12:50:00,6.5808,50.8683,1,5
T5_Eta_019948,2014-07-29T12:50:00,6.3075,50.8833,1,6
T5_Eta_019949,2014-07-29T12:50:00,13.6855,51.8730,1,8
T5_Eta_019950,2014-07-29T12:50:00,13.5506,51.9215,1,7
T5_Eta_019951,2014-07-29T12:50:00,12.9966,52.9795,1,4
T5_Eta_019952,2014-07-29T11:50:00,12.3128,50.1169,2,6
T5_Eta_019953,2014-07-29T11:50:00,10.5785,50.5460,2,6
T5_Eta_019954,2014-07-29T11:50:00,12.3358,50.6886,2,3
T5_Eta_019955,2014-07-29T11:50:00,12.4336,50.7374,2,6
T5_Eta_019956,2014-07-29T10:50:00,11.3449,49.8217,3,8
T5_Eta_019957,2014-07-29T13:50:00,7.0103,49.2971,1,7
T5_Eta_019958,2014-07-29T13:50:00,8.2364,49.5000,1,6
T5_Eta_019959,2014-07-29T13:50:00,9.5832,50.5981,1,5
T5_Eta_019960,2014-07-29T13:50:00,12.7500,50.9854,1,5
T5_Eta_019961,2014-07-29T13:50:00,6.5441,51.5371,1,4
T5_Eta_019962,2014-07-29T13:50:00,6.6065,51.6083,1,4
T5_Eta_019963,2014-07-29T13:50:00,6.4926,51.6385,1,4
T5_Eta_019964,2014-07-29T13:50:00,14.2002,51.8511,1,8
T5_Eta_019965,2014-07-29T13:50:00,13.1446,51.9189,1,2
T5_Eta_019966,2014-07-29T13:50:00,8.7640,52.9319,1,8
T5_Eta_019967,2014-07-29T13:50:00,12.7924,52.9510,1,3
T5_Eta_019968,2014-07-29T13:50:00,14.0176,53.3245,1,3
T5_Eta_019969,2014-07-29T12:50:00,9.2953,49.4808,2,6
T5_Eta_019970,2014-07-29T12:50:00,10.2493,49.5767,2,5
T5_Eta_019971,2014-07-29T12:50:00,10.4316,50.6237,2,7
T5_Eta_019972,2014-07-29T12:50:00,12.3683,50.9790,2,7
T5_Eta_019973,2014-07-29T12:50:00,10.3827,51.1032,2,5
T5_Eta_019974,2014-07-29T11:50:00,13.3913,52.8881,3,6
T5_Eta_019975,2014-07-29T14:50:00,11.2769,48.9999,1,8
T5_Eta_019976,2014-07-29T14:50:00,11.1883,49.0519,1,8
T5_Eta_019977,2014-07-29T14:50:00,9.5154,50.6320,1,5
T5_Eta_019978,2014-07-29T14:50:00,10.5440,50.9311,1,7
T5_Eta_019979,2014-07-29T14:50:00,12.3059,51.2809,1,6
T5_Eta_019980,2014-07-29T14:50:00,6.6027,51.3586,1,7
T5_Eta_019981,2014-07-29T14:50:00,12.6432,51.5727,1,4
T5_Eta_019982,2014-07-29T14:50:00,12.7341,52.0354,1,5
T5_Eta_019983,2014-07-29T14:50:00,12.6693,52.1063,1,4
T5_Eta_019984,2014-07-29T14:50:00,7.7782,52.8273,1,8
T5_Eta_019985,2014-07-29T13:50:00,10.4010,49.0760,2,7
T5_Eta_019986,2014-07-29T13:50:00,10.1168,49.0938,2,6
T5_Eta_019987,2014-07-29T13:50:00,9.4738,49.7878,2,9
T5_Eta_019988,2014-07-29T13:50:00,13.2228,52.4693,2,4
T5_Eta_019989,2014-07-29T12:50:00,6.4628,51.2415,3,6
T5_Eta_019990,2014-07-29T15:50:00,11.1596,48.9593,1,5
T5_Eta_019991,2014-07-29T15:50:00,9.6497,49.2879,1,4
T5_Eta_019992,2014-07-29T15:50:00,12.4696,49.2878,1,6
T5_Eta_019993,2014-07-29T15:50:00,8.6896,49.9924,1,6
T5_Eta_019994,2014-07-29T15:50:00,8.8093,50.7965,1,7
T5_Eta_019995,2014-07-29T15:50:00,12.4037,51.7169,1,6
T5_Eta_019996,2014-07-29T15:50:00,7.4486,52.6284,1,8
T5_Eta_019997,2014-07-29T15:50:00,11.7802,52.5855,1,4
T5_Eta_019998,2014-07-29T15:50:00,9.2766,53.1714,1,8
T5_Eta_019999,2014-07-29T15:50:00,9.3028,53.3105,1,6
T5_Eta_020000,2014-07-29T14:50:00,10.5667,48.9313,2,5
T5_Eta_020001,2014-07-29T14:50:00,10.6855,49.0912,2,8
T5_Eta_020002,2014-07-29T14:50:00,11.4980,49.0472,2,7
T5_Eta_020003,2014-07-29T14:50:00,10.6500,50.7849,2,7
T5_Eta_020004,2014-07-29T14:50:00,12.5124,51.8778,2,6
T5_Eta_020005,2014-07-29T14:50:00,12.7455,52.1818,2,7
T5_Eta_020006,2014-07-29T14:50:00,8.4250,52.7969,2,8
T5_Eta_020007,2014-07-29T14:50:00,14.1566,52.9097,2,4
T5_Eta_020008,2014-07-29T13:50:00,9.5282,49.6522,3,2
T5_Eta_020009,2014-07-29T13:50:00,13.0296,52.3719,3,4
T5_Eta_020010,2014-07-29T10:50:00,12.1857,51.1122,6,4
T5_Eta_020011,2014-07-29T16:50:00,12.0928,49.0604,1,6
T5_Eta_020012,2014-07-29T16:50:00,11.9798,49.1223,1,7
T5_Eta_020013,2014-07-29T16:50:00,8.4184,50.4485,1,7
T5_Eta_020014,2014-07-29T16:50:00,7.2656,52.2340,1,4
T5_Eta_020015,2014-07-29T16:50:00,7.2494,52.4410,1,4
T5_Eta_020016,2014-07-29T16:50:00,11.1554,52.6385,1,3
T5_Eta_020017,2014-07-29T15:50:00,8.4750,50.0572,2,3
T5_Eta_020018,2014-07-29T15:50:00,12.3893,51.5022,2,7
T5_Eta_020019,2014-07-29T15:50:00,14.2715,52.5574,2,5
T5_Eta_020020,2014-07-29T15:50:00,9.3875,53.4501,2,3
T5_Eta_020021,2014-07-29T14:50:00,10.4886,48.8642,3,6
T5_Eta_020022,2014-07-29T14:50:00,10.9660,48.9447,3,8
T5_Eta_020023,2014-07-29T14:50:00,8.2887,52.0770,3,5
T5_Eta_020024,2014-07-29T14:50:00,12.0230,52.5979,3,3
T5_Eta_020025,2014-07-29T13:50:00,10.3817,51.0004,4,4
T5_Eta_020026,2014-07-29T11:50:00,9.7597,50.3768,6,7
T5_Eta_020027,2014-07-29T17:50:00,10.5330,49.2785,1,5
T5_Eta_020028,2014-07-29T17:50:00,7.9013,49.6455,1,5
T5_Eta_020029,2014-07-29T16:50:00,8.1619,49.9491,2,5
T5_Eta_020030,2014-07-29T16:50:00,8.4549,50.5346,2,6
T5_Eta_020031,2014-07-29T15:50:00,10.0520,48.9585,3,5
T5_Eta_020032,2014-07-29T15:50:00,10.1294,48.9922,3,4
T5_Eta_020033,2014-07-29T18:50:00,11.8509,48.3479,1,4
T5_Eta_020034,2014-07-29T18:50:00,10.3048,49.9675,1,8
T5_Eta_020035,2014-07-29T16:50:00,10.1303,49.2631,3,3
T5_Eta_020036,2014-07-29T16:50:00,7.9722,50.0301,3,3
T5_Eta_020037,2014-07-29T16:50:00,7.9400,50.1316,3,5
T5_Eta_020038,2014-07-29T16:50:00,8.3115,50.4381,3,5
T5_Eta_020039,2014-07-29T15:50:00,9.9487,49.1616,4,6
T5_Eta_020040,2014-07-29T15:50:00,10.0135,49.2463,4,7
T5_Eta_020041,2014-07-29T15:50:00,8.1517,50.1533,4,6
T5_Eta_020042,2014-07-29T15:50:00,8.1934,50.6580,4,6
T5_Eta_020043,2014-07-29T13:50:00,9.9230,49.0600,6,7
T5_Eta_020044,2014-07-28T19:50:00,8.3566,50.9264,24,7
T5_Eta_020045,2014-07-29T19:50:00,10.9684,49.5378,1,5
T5_Eta_020046,2014-07-29T19:50:00,10.7225,49.6760,1,6
T5_Eta_020047,2014-07-29T19:50:00,6.2746,51.0708,1,5
T5_Eta_020048,2014-07-29T17:50:00,7.6218,49.9107,3,6
T5_Eta_020049,2014-07-29T17:50:00,7.7307,50.0754,3,7
T5_Eta_020050,2014-07-29T17:50:00,7.8149,50.2225,3,5
T5_Eta_020051,2014-07-29T17:50:00,9.5757,52.4025,3,3
T5_Eta_020052,2014-07-29T17:50:00,9.6035,52.4545,3,4
T5_Eta_020053,2014-07-29T17:50:00,10.9113,53.1177,3,4
T5_Eta_020054,2014-07-29T11:50:00,6.2603,51.2077,9,5
T5_Eta_020055,2014-07-29T08:50:00,8.1970,50.0435,12,5
T5_Eta_020056,2014-07-29T20:50:00,6.3097,50.7291,1,3
T5_Eta_020057,2014-07-29T18:50:00,10.5780,49.6685,3,3
T5_Eta_020058,2014-07-29T18:50:00,10.4753,49.8477,3,9
T5_Eta_020059,2014-07-29T18:50:00,7.8221,51.0009,3,3
T5_Eta_020060,2014-07-29T18:50:00,8.4178,51.3907,3,5
T5_Eta_020061,2014-07-29T18:50:00,9.2854,52.0555,3,3
T5_Eta_020062,2014-07-29T17:50:00,9.3096,52.2541,4,7
T5_Eta_020063,2014-07-27T21:50:00,7.7435,49.6502,48,6
T5_Eta_020064,2014-07-29T20:50:00,6.7895,50.5077,2,6
T5_Eta_020065,2014-07-29T20:50:00,8.4676,51.1941,2,4
T5_Eta_020066,2014-07-29T20:50:00,12.4894,53.3416,2,6
T5_Eta_020067,2014-07-29T19:50:00,10.4738,49.7286,3,2
T5_Eta_020068,2014-07-29T18:50:00,7.4029,50.5788,4,2
T5_Eta_020069,2014-07-29T18:50:00,6.9327,50.5640,4,2
T5_Eta_020070,2014-07-29T18:50:00,7.5363,50.7965,4,7
T5_Eta_020071,2014-07-29T18:50:00,8.9321,52.1470,4,5
T5_Eta_020072,2014-07-29T18:50:00,9.3676,52.1682,4,2
T5_Eta_020073,2014-07-29T18:50:00,8.8314,52.2149,4,2
T5_Eta_020074,2014-07-29T16:50:00,8.0416,51.9773,6,6
T5_Eta_020075,2014-07-29T16:50:00,8.6343,52.2122,6,8
T5_Eta_020076,2014-07-29T22:50:00,8.9914,50.5764,1,4
T5_Eta_020077,2014-07-29T22:50:00,13.5470,54.1282,1,3
T5_Eta_020078,2014-07-29T19:50:00,7.1811,50.4866,4,3
T5_Eta_020079,2014-07-29T19:50:00,10.1791,51.3355,4,3
T5_Eta_020080,2014-07-29T17:50:00,7.6616,51.3745,6,5
T5_Eta_020081,2014-07-29T17:50:00,8.3900,52.0099,6,3
T5_Eta_020082,2014-07-29T14:50:00,7.7304,50.5107,9,5
T5_Eta_020083,2014-07-29T21:50:00,8.9361,50.6270,3,3
T5_Eta_020084,2014-07-29T20:50:00,6.4033,50.6044,4,3
T5_Eta_020085,2014-07-30T00:50:00,9.3723,48.7872,1,5
T5_Eta_020086,2014-07-29T07:50:00,7.6124,50.4649,18,6
T5_Eta_020087,2014-07-29T14:50:00,11.0876,52.7518,12,3
T5_Eta_020088,2014-07-30T00:50:00,9.2960,48.7529,3,3
T5_Eta_020089,2014-07-29T23:50:00,8.5461,50.2715,4,6
T5_Eta_020090,2014-07-29T15:50:00,8.1603,50.2473,12,7
T5_Eta_020091,2014-07-29T15:50:00,10.8173,52.8152,12,3
T5_Eta_020092,2014-07-29T17:50:00,10.5113,52.4712,12,8
T5_Eta_020093,2014-07-29T05:50:00,10.3181,51.5154,24,5
T5_Eta_020094,2014-07-30T04:50:00,9.5609,50.2140,2,5
T5_Eta_020095,2014-07-30T03:50:00,9.8793,50.6161,4,2
T5_Eta_020096,2014-07-29T13:50:00,9.9193,50.7957,18,6
T5_Eta_020097,2014-07-30T07:50:00,12.5027,53.5239,1,5
T5_Eta_020098,2014-07-30T07:50:00,12.5476,53.7318,1,4
T5_Eta_020099,2014-07-30T08:50:00,12.5817,53.6002,1,4
T5_Eta_020100,2014-07-29T09:50:00,9.4830,51.0169,24,4
T5_Eta_020101,2014-07-28T09:50:00,7.8468,49.2283,48,7
T5_Eta_020102,2014-07-30T09:50:00,11.9793,52.3308,1,3
T5_Eta_020103,2014-07-30T09:50:00,12.5799,53.3827,1,6
T5_Eta_020104,2014-07-30T06:50:00,12.2198,53.2265,4,7
T5_Eta_020105,2014-07-29T16:50:00,12.9024,53.5737,18,3
T5_Eta_020106,2014-07-30T10:50:00,11.0299,50.3456,1,6
T5_Eta_020107,2014-07-30T10:50:00,13.1135,53.6368,1,10
T5_Eta_020108,2014-07-30T10:50:00,13.2836,53.8753,1,8
T5_Eta_020109,2014-07-30T10:50:00,13.7437,53.8849,1,5
T5_Eta_020110,2014-07-29T23:50:00,12.2351,53.4609,12,8
T5_Eta_020111,2014-07-29T11:50:00,11.8952,53.1293,24,6
T5_Eta_020112,2014-07-30T11:50:00,12.4395,52.4410,1,5
T5_Eta_020113,2014-07-30T11:50:00,13.8233,53.6723,1,7
T5_Eta_020114,2014-07-30T11:50:00,13.4025,53.8800,1,5
T5_Eta_020115,2014-07-30T11:50:00,13.4213,54.2114,1,8
T5_Eta_020116,2014-07-30T10:50:00,13.5217,53.7448,2,4
T5_Eta_020117,2014-07-30T10:50:00,13.6909,53.8083,2,3
T5_Eta_020118,2014-07-30T09:50:00,13.6264,53.7584,3,2
T5_Eta_020119,2014-07-29T12:50:00,11.6831,52.3452,24,7
T5_Eta_020120,2014-07-30T12:50:00,13.5078,53.3271,1,3
T5_Eta_020121,2014-07-30T10:50:00,13.9674,53.7712,3,5
T5_Eta_020122,2014-07-30T13:50:00,13.0567,48.5160,1,9
T5_Eta_020123,2014-07-30T13:50:00,9.8701,49.4242,1,7
T5_Eta_020124,2014-07-30T12:50:00,12.0890,49.6883,2,4
T5_Eta_020125,2014-07-30T12:50:00,13.9019,53.4599,2,3
T5_Eta_020126,2014-07-30T10:50:00,14.3485,53.6326,4,5
T5_Eta_020127,2014-07-30T14:50:00,12.4177,49.8926,1,5
T5_Eta_020128,2014-07-30T13:50:00,12.3361,49.6481,2,7
T5_Eta_020129,2014-07-30T12:50:00,12.9866,48.2738,3,3
T5_Eta_020130,2014-07-30T09:50:00,14.1939,53.6918,6,3
T5_Eta_020131,2014-07-30T15:50:00,11.6120,48.9944,1,8
T5_Eta_020132,2014-07-30T15:50:00,11.9840,49.6907,1,7
T5_Eta_020133,2014-07-30T14:50:00,10.9604,48.7251,2,4
T5_Eta_020134,2014-07-30T15:50:00,12.2834,48.5821,2,4
T5_Eta_020135,2014-07-30T15:50:00,9.9748,48.8824,2,5
T5_Eta_020136,2014-07-30T17:50:00,12.1888,48.7112,1,3
T5_Eta_020137,2014-07-30T15:50:00,14.2026,52.5779,3,6
T5_Eta_020138,2014-07-30T17:50:00,13.7474,53.5184,2,4
T5_Eta_020139,2014-07-30T16:50:00,12.1054,48.8232,3,5
T5_Eta_020140,2014-07-30T16:50:00,12.0104,48.9692,3,6
T5_Eta_020141,2014-07-30T16:50:00,11.5190,48.9284,3,3
T5_Eta_020142,2014-07-30T16:50:00,11.4732,49.0730,3,5
T5_Eta_020143,2014-07-30T15:50:00,11.5403,48.8181,4,3
T5_Eta_020144,2014-07-30T20:50:00,14.1490,53.2057,1,3
T5_Eta_020145,2014-07-30T23:50:00,12.7782,47.6752,4,2
T5_Eta_020146,2014-07-31T06:50:00,12.6953,47.7367,2,3
T5_Eta_020147,2014-07-30T11:50:00,12.5143,47.6415,24,3
T5_Eta_020148,2014-08-02T11:50:00,11.2984,47.7610,1,4
T5_Eta_020149,2014-08-02T10:50:00,9.8341,48.7302,2,3
T5_Eta_020150,2014-08-02T10:50:00,6.4345,51.1116,2,6
T5_Eta_020151,2014-08-02T12:50:00,11.7153,47.8712,1,7
T5_Eta_020152,2014-08-02T12:50:00,11.1272,48.3099,1,5
T5_Eta_020153,2014-08-02T12:50:00,6.5843,51.2633,1,6
T5_Eta_020154,2014-08-02T12:50:00,6.5150,51.2693,1,3
T5_Eta_020155,2014-08-02T11:50:00,10.3620,49.0593,2,7
T5_Eta_020156,2014-08-02T13:50:00,11.8928,48.1701,1,6
T5_Eta_020157,2014-08-02T13:50:00,11.8537,48.1457,1,2
T5_Eta_020158,2014-08-02T13:50:00,9.2458,48.7018,1,4
T5_Eta_020159,2014-08-02T13:50:00,10.8500,48.9375,1,5
T5_Eta_020160,2014-08-02T13:50:00,10.5591,49.2869,1,4
T5_Eta_020161,2014-08-02T13:50:00,10.8979,49.3264,1,7
T5_Eta_020162,2014-08-02T13:50:00,9.5231,50.0519,1,7
T5_Eta_020163,2014-08-02T12:50:00,10.8021,49.1071,2,7
T5_Eta_020164,2014-08-02T14:50:00,11.3520,47.5087,1,4
T5_Eta_020165,2014-08-02T14:50:00,12.5921,48.0593,1,8
T5_Eta_020166,2014-08-02T14:50:00,11.6304,49.1210,1,4
T5_Eta_020167,2014-08-02T14:50:00,11.3863,49.1675,1,4
T5_Eta_020168,2014-08-02T14:50:00,11.4666,49.2340,1,6
T5_Eta_020169,2014-08-02T14:50:00,11.1893,49.4926,1,6
T5_Eta_020170,2014-08-02T14:50:00,11.2049,49.5688,1,4
T5_Eta_020171,2014-08-02T14:50:00,6.7290,51.1827,1,6
T5_Eta_020172,2014-08-02T14:50:00,14.9796,51.3293,1,5
T5_Eta_020173,2014-08-02T13:50:00,12.4076,47.7285,2,4
T5_Eta_020174,2014-08-02T13:50:00,11.2144,49.0600,2,4
T5_Eta_020175,2014-08-02T13:50:00,6.9224,51.1637,2,8
T5_Eta_020176,2014-08-02T15:50:00,12.7572,48.0794,1,8
T5_Eta_020177,2014-08-02T15:50:00,11.9512,49.3178,1,4
T5_Eta_020178,2014-08-02T15:50:00,11.5316,49.5552,1,3
T5_Eta_020179,2014-08-02T15:50:00,11.6007,49.6390,1,4
T5_Eta_020180,2014-08-02T15:50:00,7.3913,50.9295,1,5
T5_Eta_020181,2014-08-02T14:50:00,11.7181,49.0601,2,7
T5_Eta_020182,2014-08-02T13:50:00,7.3660,50.1592,3,4
T5_Eta_020183,2014-08-02T16:50:00,7.8620,47.6099,1,7
T5_Eta_020184,2014-08-02T16:50:00,10.9102,48.2366,1,3
T5_Eta_020185,2014-08-02T16:50:00,10.9608,48.2361,1,9
T5_Eta_020186,2014-08-02T16:50:00,8.5713,48.2717,1,6
T5_Eta_020187,2014-08-02T16:50:00,13.8539,51.4955,1,4
T5_Eta_020188,2014-08-02T15:50:00,11.5131,49.7425,2,7
T5_Eta_020189,2014-08-02T15:50:00,14.0197,51.7383,2,3
T5_Eta_020190,2014-08-02T14:50:00,11.3995,49.5235,3,3
T5_Eta_020191,2014-08-02T14:50:00,11.2238,49.7470,3,7
T5_Eta_020192,2014-08-02T16:50:00,11.5665,50.0735,2,7
T5_Eta_020193,2014-08-02T15:50:00,11.7249,50.0535,3,9
T5_Eta_020194,2014-08-02T17:50:00,12.6112,49.2668,2,5
T5_Eta_020195,2014-08-02T16:50:00,11.8988,50.5962,3,7
T5_Eta_020196,2014-08-02T20:50:00,10.6808,50.9815,1,6
T5_Eta_020197,2014-08-02T21:50:00,10.6201,51.4108,2,5
T5_Eta_020198,2014-08-02T21:50:00,10.3327,51.5928,2,3
T5_Eta_020199,2014-08-02T20:50:00,10.6293,51.1533,3,4
T5_Eta_020200,2014-08-02T20:50:00,10.6720,51.2388,3,2
T5_Eta_020201,2014-08-02T23:50:00,13.1011,53.0195,1,5
T5_Eta_020202,2014-08-02T21:50:00,10.5667,51.5142,3,3
T5_Eta_020203,2014-08-03T01:50:00,9.3967,50.4775,1,8
T5_Eta_020204,2014-08-03T01:50:00,11.0205,52.4152,1,5
T5_Eta_020205,2014-08-03T01:50:00,13.2583,53.9198,1,3
T5_Eta_020206,2014-08-03T00:50:00,13.2675,54.0156,2,4
T5_Eta_020207,2014-08-02T23:50:00,13.4161,54.3078,3,7
T5_Eta_020208,2014-08-03T00:50:00,13.3206,54.7052,3,6
T5_Eta_020209,2014-08-03T03:50:00,10.8677,53.1094,1,5
T5_Eta_020210,2014-08-03T02:50:00,11.3224,52.9048,2,5
T5_Eta_020211,2014-08-03T04:50:00,11.0512,53.4376,1,6
T5_Eta_020212,2014-08-03T04:50:00,10.9683,53.6037,1,7
T5_Eta_020213,2014-08-03T03:50:00,10.8401,53.1618,2,3
T5_Eta_020214,2014-08-03T03:50:00,10.6715,53.4236,2,3
T5_Eta_020215,2014-08-03T03:50:00,11.8528,53.4168,2,3
T5_Eta_020216,2014-08-03T03:50:00,11.8306,53.5477,3,3
T5_Eta_020217,2014-08-03T04:50:00,11.7538,54.0458,3,7
T5_Eta_020218,2014-08-03T09:50:00,10.2845,50.7696,1,6
T5_Eta_020219,2014-08-03T09:50:00,11.5372,50.9625,1,5
T5_Eta_020220,2014-08-03T09:50:00,13.8298,50.8862,1,4
T5_Eta_020221,2014-08-03T08:50:00,11.1547,50.9082,2,6
T5_Eta_020222,2014-08-03T10:50:00,11.3785,50.7254,1,10
T5_Eta_020223,2014-08-03T10:50:00,11.5841,50.7905,1,7
T5_Eta_020224,2014-08-03T10:50:00,11.7874,50.7952,1,4
T5_Eta_020225,2014-08-03T10:50:00,11.5572,51.4255,1,7
T5_Eta_020226,2014-08-03T09:50:00,11.2921,51.3351,2,5
T5_Eta_020227,2014-08-03T11:50:00,7.5477,50.4290,1,4
T5_Eta_020228,2014-08-03T11:50:00,12.2545,51.1191,1,3
T5_Eta_020229,2014-08-03T11:50:00,12.3841,51.2188,1,6
T5_Eta_020230,2014-08-03T11:50:00,12.1667,51.2499,1,7
T5_Eta_020231,2014-08-03T11:50:00,12.4350,51.3634,1,7
T5_Eta_020232,2014-08-03T11:50:00,12.0454,51.5277,1,7
T5_Eta_020233,2014-08-03T11:50:00,10.7382,51.7969,1,6
T5_Eta_020234,2014-08-03T10:50:00,12.3007,50.3476,2,8
T5_Eta_020235,2014-08-03T10:50:00,12.9900,50.4298,2,5
T5_Eta_020236,2014-08-03T10:50:00,10.5118,50.5806,2,7
T5_Eta_020237,2014-08-03T10:50:00,10.0414,51.0098,2,4
T5_Eta_020238,2014-08-03T10:50:00,12.0415,50.9783,2,5
T5_Eta_020239,2014-08-03T10:50:00,10.8469,51.6841,2,8
T5_Eta_020240,2014-08-03T12:50:00,10.0502,47.5781,1,6
T5_Eta_020241,2014-08-03T12:50:00,8.3399,48.0656,1,6
T5_Eta_020242,2014-08-03T12:50:00,12.5743,48.9205,1,6
T5_Eta_020243,2014-08-03T12:50:00,7.6858,49.7337,1,8
T5_Eta_020244,2014-08-03T12:50:00,9.0320,50.0649,1,8
T5_Eta_020245,2014-08-03T12:50:00,12.8252,50.5548,1,9
T5_Eta_020246,2014-08-03T12:50:00,12.5981,50.7670,1,6
T5_Eta_020247,2014-08-03T12:50:00,12.5706,51.3339,1,7
T5_Eta_020248,2014-08-03T12:50:00,13.9217,53.8866,1,10
T5_Eta_020249,2014-08-03T11:50:00,12.3948,50.7641,2,3
T5_Eta_020250,2014-08-03T10:50:00,11.0170,50.8414,3,6
T5_Eta_020251,2014-08-03T13:50:00,9.4991,50.8371,1,7
T5_Eta_020252,2014-08-03T13:50:00,13.2690,50.8481,1,5
T5_Eta_020253,2014-08-03T13:50:00,13.0461,50.9416,1,7
T5_Eta_020254,2014-08-03T13:50:00,14.9087,51.0146,1,8
T5_Eta_020255,2014-08-03T13:50:00,14.7220,51.1535,1,10
T5_Eta_020256,2014-08-03T13:50:00,13.0808,51.1893,1,6
T5_Eta_020257,2014-08-03T13:50:00,13.0485,51.2935,1,6
T5_Eta_020258,2014-08-03T13:50:00,13.7510,51.5686,1,6
T5_Eta_020259,2014-08-03T13:50:00,13.3825,52.0659,1,3
T5_Eta_020260,2014-08-03T12:50:00,12.7621,50.7879,2,4
T5_Eta_020261,2014-08-03T12:50:00,13.9790,53.7446,2,9
T5_Eta_020262,2014-08-03T14:50:00,11.0584,50.4050,1,7
T5_Eta_020263,2014-08-03T14:50:00,8.8045,50.9420,1,4
T5_Eta_020264,2014-08-03T14:50:00,13.6457,51.0826,1,3
T5_Eta_020265,2014-08-03T14:50:00,14.4960,51.3199,1,4
T5_Eta_020266,2014-08-03T14:50:00,14.1127,51.6997,1,7
T5_Eta_020267,2014-08-03T14:50:00,14.0043,51.9721,1,4
T5_Eta_020268,2014-08-03T14:50:00,13.8341,52.0829,1,7
T5_Eta_020269,2014-08-03T13:50:00,7.8388,48.2480,2,5
T5_Eta_020270,2014-08-03T13:50:00,8.4777,48.3964,2,5
T5_Eta_020271,2014-08-03T13:50:00,12.0012,49.7668,2,7
T5_Eta_020272,2014-08-03T13:50:00,10.8823,50.3216,2,6
T5_Eta_020273,2014-08-03T13:50:00,15.0671,51.5573,2,9
T5_Eta_020274,2014-08-03T13:50:00,14.1454,53.5369,2,5
T5_Eta_020275,2014-08-03T13:50:00,14.3586,53.5973,2,7
T5_Eta_020276,2014-08-03T12:50:00,9.6214,50.8121,3,3
T5_Eta_020277,2014-08-03T15:50:00,12.3361,49.2321,1,5
T5_Eta_020278,2014-08-03T15:50:00,10.0806,50.3003,1,7
T5_Eta_020279,2014-08-03T15:50:00,8.8973,51.0202,1,3
T5_Eta_020280,2014-08-03T15:50:00,8.7048,51.0691,1,8
T5_Eta_020281,2014-08-03T15:50:00,14.2373,51.4614,1,7
T5_Eta_020282,2014-08-03T15:50:00,8.6748,51.5150,1,4
T5_Eta_020283,2014-08-03T15:50:00,12.0018,52.4772,1,10
T5_Eta_020284,2014-08-03T15:50:00,14.0022,52.4479,1,8
T5_Eta_020285,2014-08-03T14:50:00,9.8496,48.0479,2,6
T5_Eta_020286,2014-08-03T14:50:00,14.3398,51.5083,2,5
T5_Eta_020287,2014-08-03T13:50:00,11.9544,49.8785,3,7
T5_Eta_020288,2014-08-03T13:50:00,12.2548,50.2549,3,7
T5_Eta_020289,2014-08-03T13:50:00,14.6633,51.4407,3,4
T5_Eta_020290,2014-08-03T16:50:00,10.1651,48.3255,1,7
T5_Eta_020291,2014-08-03T16:50:00,8.9394,49.1382,1,3
T5_Eta_020292,2014-08-03T16:50:00,6.4528,49.5482,1,5
T5_Eta_020293,2014-08-03T16:50:00,13.7999,53.4640,1,8
T5_Eta_020294,2014-08-03T16:50:00,11.0584,53.6724,1,7
T5_Eta_020295,2014-08-03T15:50:00,12.3971,49.1711,2,3
T5_Eta_020296,2014-08-03T15:50:00,12.0051,50.0818,2,10
T5_Eta_020297,2014-08-03T13:50:00,14.3832,51.4114,4,3
T5_Eta_020298,2014-08-03T17:50:00,11.4990,47.7829,1,7
T5_Eta_020299,2014-08-03T17:50:00,10.0394,49.2039,1,5
T5_Eta_020300,2014-08-03T17:50:00,9.6627,49.2880,1,5
T5_Eta_020301,2014-08-03T17:50:00,9.6492,49.3388,1,5
T5_Eta_020302,2014-08-03T17:50:00,7.0277,49.5695,1,4
T5_Eta_020303,2014-08-03T17:50:00,7.2481,49.6021,1,6
T5_Eta_020304,2014-08-03T17:50:00,6.9547,50.4622,1,6
T5_Eta_020305,2014-08-03T17:50:00,6.0779,50.9938,1,4
T5_Eta_020306,2014-08-03T17:50:00,6.1293,51.1507,1,6
T5_Eta_020307,2014-08-03T17:50:00,14.2216,53.5597,1,6
T5_Eta_020308,2014-08-03T16:50:00,10.1147,48.4182,2,6
T5_Eta_020309,2014-08-03T16:50:00,12.0130,50.2265,2,3
T5_Eta_020310,2014-08-03T15:50:00,14.1265,52.5379,3,4
